,id,title,year,overview,ratings,genres,popularity,cast,poster
56,56,Vinland Saga,2019 ,Thorfinn pursues a journey with his father's killer in order to take revenge and end his life in a duel as an honorable warrior and pay his father a homage.,8.8,"Animation, Action, Adventure            ",41607,"Zach Aguilar,Keith Silverstein,Ben Diskin,Ray Chase,","https://m.media-amazon.com/images/M/MV5BZDUxMWNlMTUtYTljZS00MTE0LTlkYjktOTU1ODZjYzBhMTk0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX67_CR0,0,67,98_AL_.jpg"
57,57,Interstellar,2014,A team of explorers travel through a wormhole in space in an attempt to ensure humanity's survival.,8.6,"Adventure, Drama, Sci-Fi            ",1842537,"Christopher Nolan,Matthew McConaughey,Anne Hathaway,Jessica Chastain,Mackenzie Foy,","https://m.media-amazon.com/images/M/MV5BZDUxMWNlMTUtYTljZS00MTE0LTlkYjktOTU1ODZjYzBhMTk0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX67_CR0,0,67,98_AL_.jpg"
58,58,Carnival Row,2023,"A human detective and a fairy rekindle a dangerous affair in a Victorian fantasy world, where the city's uneasy peace collapses when a string of murders reveals an unimaginable monster.",7.8,"Crime, Drama, Fantasy            ",65156,"Jamie Harris,Orlando Bloom,Cara Delevingne,Simon McBurney,","https://m.media-amazon.com/images/M/MV5BZDUxMWNlMTUtYTljZS00MTE0LTlkYjktOTU1ODZjYzBhMTk0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX67_CR0,0,67,98_AL_.jpg"
59,59,The Chosen,2017 ,A charismatic fisherman struggling with debt. A troubled woman wrestling with demons. A gifted accountant ostracised from his family and people. In this ground-breaking first season of The Chosen see how Jesus reaches each of these and more as He works His first miracles and embarks on His ministry to change the world. See Him through the eyes of those who knew Him.,9.3,"Drama, History            ",31292,"Shahar Isaac,Jonathan Roumie,Paras Patel,Nick Shakoour,","https://m.media-amazon.com/images/M/MV5BZDUxMWNlMTUtYTljZS00MTE0LTlkYjktOTU1ODZjYzBhMTk0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX67_CR0,0,67,98_AL_.jpg"
60,60,Chicago Fire,2012 ,"The story of firefighters and paramedics in the city of Chicago, both on a personal and professional level.",8,"Action, Drama            ",58491,"Taylor Kinney,Christian Stolte,Eamonn Walker,Joe Minoso,","https://m.media-amazon.com/images/M/MV5BZDUxMWNlMTUtYTljZS00MTE0LTlkYjktOTU1ODZjYzBhMTk0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX67_CR0,0,67,98_AL_.jpg"
61,61,Lucifer,2021,Lucifer Morningstar has decided he's had enough of being the dutiful servant in Hell and decides to spend some time on Earth to better understand humanity. He settles in Los Angeles - the City of Angels.,8.1,"Crime, Drama, Fantasy            ",327924,"Tom Ellis,Lauren German,Kevin Alejandro,D.B. Woodside,","https://m.media-amazon.com/images/M/MV5BZDUxMWNlMTUtYTljZS00MTE0LTlkYjktOTU1ODZjYzBhMTk0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX67_CR0,0,67,98_AL_.jpg"
62,62,The Flash,2023,"After being struck by lightning, Barry Allen wakes up from his coma to discover he's been given the power of super speed, becoming the Flash, and fighting crime in Central City.",7.6,"Action, Adventure, Drama            ",348181,"Grant Gustin,Candice Patton,Danielle Panabaker,Carlos Valdes,","https://m.media-amazon.com/images/M/MV5BZDUxMWNlMTUtYTljZS00MTE0LTlkYjktOTU1ODZjYzBhMTk0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX67_CR0,0,67,98_AL_.jpg"
63,63,Outlander,2014 ,An English combat nurse from 1945 is mysteriously swept back in time to 1743.,8.4,"Drama, Fantasy, Romance            ",161599,"Caitríona Balfe,Sam Heughan,Sophie Skelton,Richard Rankin,","https://m.media-amazon.com/images/M/MV5BZDUxMWNlMTUtYTljZS00MTE0LTlkYjktOTU1ODZjYzBhMTk0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX67_CR0,0,67,98_AL_.jpg"
64,64,Lost,2010,The survivors of a plane crash are forced to work together in order to survive on a seemingly deserted tropical island.,8.3,"Adventure, Drama, Fantasy            ",557253,"Jorge Garcia,Josh Holloway,Naveen Andrews,Matthew Fox,","https://m.media-amazon.com/images/M/MV5BZDUxMWNlMTUtYTljZS00MTE0LTlkYjktOTU1ODZjYzBhMTk0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX67_CR0,0,67,98_AL_.jpg"
65,65,Dead to Me,2022,A series about a powerful friendship that blossoms between a tightly wound widow and a free spirit with a shocking secret.,8,"Comedy, Crime, Drama            ",89180,"Christina Applegate,Linda Cardellini,Sam McCarthy,Luke Roessler,","https://m.media-amazon.com/images/M/MV5BZDUxMWNlMTUtYTljZS00MTE0LTlkYjktOTU1ODZjYzBhMTk0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX67_CR0,0,67,98_AL_.jpg"
66,66,Community,2015,A suspended lawyer is forced to enroll in a community college with an eccentric staff and student body.,8.5,Comedy            ,268565,"Joel McHale,Danny Pudi,Donald Glover,Chevy Chase,","https://m.media-amazon.com/images/M/MV5BZDUxMWNlMTUtYTljZS00MTE0LTlkYjktOTU1ODZjYzBhMTk0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX67_CR0,0,67,98_AL_.jpg"
67,67,Brooklyn Nine-Nine,2021,"Comedy series following the exploits of Det. Jake Peralta and his diverse, lovable colleagues as they police the NYPD's 99th Precinct.",8.4,"Comedy, Crime            ",321140,"Andy Samberg,Stephanie Beatriz,Terry Crews,Melissa Fumero,","https://m.media-amazon.com/images/M/MV5BZDUxMWNlMTUtYTljZS00MTE0LTlkYjktOTU1ODZjYzBhMTk0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX67_CR0,0,67,98_AL_.jpg"
68,68,Atlanta,2022,"Earn and his cousin Alfred, based in Atlanta, try to make their way in the world through the rap scene. Along the way they come face-to-face with social and economic issues touching on race, relationships, poverty, status, and parenthood.",8.6,"Comedy, Drama, Music            ",76217,"Donald Glover,Brian Tyree Henry,LaKeith Stanfield,Zazie Beetz,","https://m.media-amazon.com/images/M/MV5BZDUxMWNlMTUtYTljZS00MTE0LTlkYjktOTU1ODZjYzBhMTk0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX67_CR0,0,67,98_AL_.jpg"
69,69,One Tree Hill,2012,"Half-brothers Lucas and Nathan Scott trade between kinship and rivalry both on the basketball court and in the hearts of their friends in the small, but not so quiet town of Tree Hill, North Carolina.",7.8,"Drama, Romance, Sport            ",81781,"Chad Michael Murray,James Lafferty,Hilarie Burton,Bethany Joy Lenz,","https://m.media-amazon.com/images/M/MV5BZDUxMWNlMTUtYTljZS00MTE0LTlkYjktOTU1ODZjYzBhMTk0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX67_CR0,0,67,98_AL_.jpg"
70,70,Gilmore Girls,2007,"A dramedy centering around the relationship between a thirtysomething single mother and her teen daughter living in Stars Hollow, Connecticut.",8.2,"Comedy, Drama            ",129984,"Lauren Graham,Alexis Bledel,Keiko Agena,Scott Patterson,","https://m.media-amazon.com/images/M/MV5BZDUxMWNlMTUtYTljZS00MTE0LTlkYjktOTU1ODZjYzBhMTk0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX67_CR0,0,67,98_AL_.jpg"
71,71,How I Met Your Mother,2014,A father recounts to his children - through a series of flashbacks - the journey he and his four best friends took leading up to him meeting their mother.,8.3,"Comedy, Romance            ",688291,"Josh Radnor,Jason Segel,Cobie Smulders,Neil Patrick Harris,","https://m.media-amazon.com/images/M/MV5BZDUxMWNlMTUtYTljZS00MTE0LTlkYjktOTU1ODZjYzBhMTk0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX67_CR0,0,67,98_AL_.jpg"
72,72,Gravity,2013,Two astronauts work together to survive after an accident leaves them stranded in space.,7.7,"Drama, Sci-Fi, Thriller            ",830570,"Alfonso Cuarón,Sandra Bullock,George Clooney,Ed Harris,Orto Ignatiussen,","https://m.media-amazon.com/images/M/MV5BZDUxMWNlMTUtYTljZS00MTE0LTlkYjktOTU1ODZjYzBhMTk0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX67_CR0,0,67,98_AL_.jpg"
73,73,Hereditary,2018,A grieving family is haunted by tragic and disturbing occurrences.,7.3,"Drama, Horror, Mystery            ",324253,"Ari Aster,Toni Collette,Milly Shapiro,Gabriel Byrne,Alex Wolff,","https://m.media-amazon.com/images/M/MV5BZDUxMWNlMTUtYTljZS00MTE0LTlkYjktOTU1ODZjYzBhMTk0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX67_CR0,0,67,98_AL_.jpg"
74,74,John Wick,2014,An ex-hit-man comes out of retirement to track down the gangsters that killed his dog and took his car.,7.4,"Action, Crime, Thriller            ",639171,"Chad Stahelski,David Leitch,Keanu Reeves,Michael Nyqvist,Alfie Allen,Willem Dafoe,","https://m.media-amazon.com/images/M/MV5BZDUxMWNlMTUtYTljZS00MTE0LTlkYjktOTU1ODZjYzBhMTk0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX67_CR0,0,67,98_AL_.jpg"
75,75,Fargo,2014 ,"Various chronicles of deception, intrigue and murder in and around frozen Minnesota. Yet all of these tales mysteriously lead back one way or another to Fargo, North Dakota.",8.9,"Crime, Drama, Thriller            ",376431,"Billy Bob Thornton,Martin Freeman,Allison Tolman,Colin Hanks,","https://m.media-amazon.com/images/M/MV5BZDUxMWNlMTUtYTljZS00MTE0LTlkYjktOTU1ODZjYzBhMTk0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX67_CR0,0,67,98_AL_.jpg"
76,76,New Girl,2018,"After a bad break-up, Jess, an offbeat young woman, moves into an apartment loft with three single men. Although they find her behavior very unusual, the men support her - most of the time.",7.8,"Comedy, Romance            ",227421,"Zooey Deschanel,Jake Johnson,Max Greenfield,Hannah Simone,","https://m.media-amazon.com/images/M/MV5BZDUxMWNlMTUtYTljZS00MTE0LTlkYjktOTU1ODZjYzBhMTk0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX67_CR0,0,67,98_AL_.jpg"
77,77,Midsommar,2019,A couple travels to Northern Europe to visit a rural hometown's fabled Swedish mid-summer festival. What begins as an idyllic retreat quickly devolves into an increasingly violent and bizarre competition at the hands of a pagan cult.,7.1,"Drama, Horror, Mystery            ",330670,"Ari Aster,Florence Pugh,Jack Reynor,Vilhelm Blomgren,William Jackson Harper,","https://m.media-amazon.com/images/M/MV5BZDUxMWNlMTUtYTljZS00MTE0LTlkYjktOTU1ODZjYzBhMTk0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX67_CR0,0,67,98_AL_.jpg"
78,78,Sex Education,2019 ,A teenage boy with a sex therapist mother teams up with a high school classmate to set up an underground sex therapy clinic at school.,8.3,"Comedy, Drama            ",286366,"Asa Butterfield,Gillian Anderson,Ncuti Gatwa,Emma Mackey,","https://m.media-amazon.com/images/M/MV5BZDUxMWNlMTUtYTljZS00MTE0LTlkYjktOTU1ODZjYzBhMTk0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX67_CR0,0,67,98_AL_.jpg"
79,79,Father Brown,2013 ,Series inspired by the stories of GK Chesterton; a Catholic priest has a knack for solving mysteries in his English village.,7.8,"Crime, Drama, Mystery            ",12373,"Mark Williams,Sorcha Cusack,John Burton,Jack Deam,","https://m.media-amazon.com/images/M/MV5BZDUxMWNlMTUtYTljZS00MTE0LTlkYjktOTU1ODZjYzBhMTk0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX67_CR0,0,67,98_AL_.jpg"
80,80,The Sinner,2021,Anthology series that examines how and why ordinary people commit brutal crimes.,7.9,"Crime, Drama, Mystery            ",126871,"Bill Pullman,Jessica Hecht,Dohn Norwood,Adam LeFevre,","https://m.media-amazon.com/images/M/MV5BZDUxMWNlMTUtYTljZS00MTE0LTlkYjktOTU1ODZjYzBhMTk0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX67_CR0,0,67,98_AL_.jpg"
81,81,True Blood,2014,"Telepathic waitress Sookie Stackhouse encounters a strange new supernatural world when she meets the mysterious Bill Compton, a southern Louisiana gentleman and vampire.",7.9,"Drama, Fantasy, Mystery            ",247787,"Anna Paquin,Stephen Moyer,Sam Trammell,Ryan Kwanten,","https://m.media-amazon.com/images/M/MV5BZDUxMWNlMTUtYTljZS00MTE0LTlkYjktOTU1ODZjYzBhMTk0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX67_CR0,0,67,98_AL_.jpg"
82,82,Chicago P.D.,2014 ,"Follows District 21 of the Chicago Police Department, made up of two different groups: the uniformed cops and the Intelligence Unit.",8.1,"Action, Crime, Drama            ",39485,"Jason Beghe,Patrick John Flueger,Marina Squerciati,LaRoyce Hawkins,","https://m.media-amazon.com/images/M/MV5BZDUxMWNlMTUtYTljZS00MTE0LTlkYjktOTU1ODZjYzBhMTk0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX67_CR0,0,67,98_AL_.jpg"
83,83,Sons of Anarchy,2014,A biker struggles to balance being a father and being involved in an outlaw motorcycle club.,8.6,"Crime, Drama, Thriller            ",300308,"Charlie Hunnam,Katey Sagal,Mark Boone Junior,Kim Coates,","https://m.media-amazon.com/images/M/MV5BZDUxMWNlMTUtYTljZS00MTE0LTlkYjktOTU1ODZjYzBhMTk0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX67_CR0,0,67,98_AL_.jpg"
84,84,The Dark Knight,2008,"When the menace known as the Joker wreaks havoc and chaos on the people of Gotham, Batman must accept one of the greatest psychological and physical tests of his ability to fight injustice.",9,"Action, Crime, Drama            ",2662110,"Christopher Nolan,Christian Bale,Heath Ledger,Aaron Eckhart,Michael Caine,","https://m.media-amazon.com/images/M/MV5BZDUxMWNlMTUtYTljZS00MTE0LTlkYjktOTU1ODZjYzBhMTk0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX67_CR0,0,67,98_AL_.jpg"
85,85,American Psycho,2000,"A wealthy New York City investment banking executive, Patrick Bateman, hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic fantasies.",7.6,"Crime, Drama, Horror            ",629290,"Mary Harron,Christian Bale,Justin Theroux,Josh Lucas,Bill Sage,","https://m.media-amazon.com/images/M/MV5BZDUxMWNlMTUtYTljZS00MTE0LTlkYjktOTU1ODZjYzBhMTk0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX67_CR0,0,67,98_AL_.jpg"
86,86,The Good Doctor,2017 ,"Shaun Murphy, a young surgeon with autism and Savant syndrome, is recruited into the surgical unit of a prestigious hospital.",8.1,Drama            ,96938,"Freddie Highmore,Hill Harper,Richard Schiff,Christina Chang,","https://m.media-amazon.com/images/M/MV5BZDUxMWNlMTUtYTljZS00MTE0LTlkYjktOTU1ODZjYzBhMTk0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX67_CR0,0,67,98_AL_.jpg"
87,87,Call the Midwife,2012 ,Chronicles the lives of a group of midwives living in East London in the late 1950s to late 1960s.,8.6,"Drama, History            ",27650,"Vanessa Redgrave,Laura Main,Jenny Agutter,Stephen McGann,","https://m.media-amazon.com/images/M/MV5BZDUxMWNlMTUtYTljZS00MTE0LTlkYjktOTU1ODZjYzBhMTk0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX67_CR0,0,67,98_AL_.jpg"
88,88,The Wolf of Wall Street,2013,"Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.",8.2,"Biography, Comedy, Crime            ",1419616,"Martin Scorsese,Leonardo DiCaprio,Jonah Hill,Margot Robbie,Matthew McConaughey,","https://m.media-amazon.com/images/M/MV5BZDUxMWNlMTUtYTljZS00MTE0LTlkYjktOTU1ODZjYzBhMTk0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX67_CR0,0,67,98_AL_.jpg"
89,89,Titans,I 2018 ,A team of young superheroes combat evil and other perils.,7.6,"Action, Adventure, Crime            ",102890,"Brenton Thwaites,Anna Diop,Ryan Potter,Teagan Croft,","https://m.media-amazon.com/images/M/MV5BZDUxMWNlMTUtYTljZS00MTE0LTlkYjktOTU1ODZjYzBhMTk0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX67_CR0,0,67,98_AL_.jpg"
90,90,9-1-1,2018 ,"Explores the high-pressure experiences of the first responders who are thrust into the most frightening, shocking, and heart-stopping situations.",7.8,"Action, Drama, Thriller            ",35473,"Angela Bassett,Peter Krause,Oliver Stark,Aisha Hinds,","https://m.media-amazon.com/images/M/MV5BZDUxMWNlMTUtYTljZS00MTE0LTlkYjktOTU1ODZjYzBhMTk0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX67_CR0,0,67,98_AL_.jpg"
91,91,Chernobyl,2019,"In April 1986, an explosion at the Chernobyl nuclear power plant in the Union of Soviet Socialist Republics becomes one of the world's worst man-made catastrophes.",9.4,"Drama, History, Thriller            ",760562,"Jessie Buckley,Jared Harris,Stellan Skarsgård,Adam Nagaitis,","https://m.media-amazon.com/images/M/MV5BZDUxMWNlMTUtYTljZS00MTE0LTlkYjktOTU1ODZjYzBhMTk0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX67_CR0,0,67,98_AL_.jpg"
92,92,The Vampire Diaries,2017,"The lives, loves, dangers and disasters in the town, Mystic Falls, Virginia. Creatures of unspeakable horror lurk beneath this town as a teenage girl is suddenly torn between two vampire brothers.",7.7,"Drama, Fantasy, Horror            ",324790,"Nina Dobrev,Paul Wesley,Ian Somerhalder,Kat Graham,","https://m.media-amazon.com/images/M/MV5BZDUxMWNlMTUtYTljZS00MTE0LTlkYjktOTU1ODZjYzBhMTk0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX67_CR0,0,67,98_AL_.jpg"
93,93,S.W.A.T.,2017 ,Follows a locally born and bred S.W.A.T. sergeant and his team of highly-trained men and women as they solve crimes in Los Angeles.,7.1,"Action, Adventure, Crime            ",24820,"Shemar Moore,Alex Russell,Kenny Johnson,Jay Harrington,","https://m.media-amazon.com/images/M/MV5BZDUxMWNlMTUtYTljZS00MTE0LTlkYjktOTU1ODZjYzBhMTk0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX67_CR0,0,67,98_AL_.jpg"
94,94,Castle,2016,"After a serial killer imitates the plots of his novels, successful mystery novelist Richard ""Rick"" Castle receives permission from the Mayor of New York City to tag along with an NYPD homicide investigation team for research purposes.",8.1,"Comedy, Crime, Drama            ",164135,"Nathan Fillion,Stana Katic,Susan Sullivan,Jon Huertas,","https://m.media-amazon.com/images/M/MV5BZDUxMWNlMTUtYTljZS00MTE0LTlkYjktOTU1ODZjYzBhMTk0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX67_CR0,0,67,98_AL_.jpg"
95,95,Letterkenny,2016 ,"Quick-witted, fast-paced snappy comedy about rural folk getting by in a small town.",8.7,Comedy            ,24365,"Jared Keeso,Nathan Dales,Michelle Mylett,K. Trevor Wilson,","https://m.media-amazon.com/images/M/MV5BZDUxMWNlMTUtYTljZS00MTE0LTlkYjktOTU1ODZjYzBhMTk0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX67_CR0,0,67,98_AL_.jpg"
96,96,The Mindy Project,2017,"A young Ob/Gyn doctor balances her personal and professional life, surrounded by quirky co-workers in a small office.",7.5,Comedy            ,32727,"Mindy Kaling,Ike Barinholtz,Ed Weeks,Chris Messina,","https://m.media-amazon.com/images/M/MV5BZDUxMWNlMTUtYTljZS00MTE0LTlkYjktOTU1ODZjYzBhMTk0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX67_CR0,0,67,98_AL_.jpg"
97,97,Strike,2017 ,War veteran turned private detective Cormoran Strike solves brutal murders with the help of his trusted partner Robin Ellacott.,7.9,"Crime, Drama, Mystery            ",17357,"Tom Burke,Holliday Grainger,Kerr Logan,Jack Greenlees,","https://m.media-amazon.com/images/M/MV5BZDUxMWNlMTUtYTljZS00MTE0LTlkYjktOTU1ODZjYzBhMTk0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX67_CR0,0,67,98_AL_.jpg"
98,98,In Bruges,2008,"Guilt-stricken after a job gone wrong, hitman Ray and his partner await orders from their ruthless boss in Bruges, Belgium, the last place in the world Ray wants to be.",7.9,"Comedy, Crime, Drama            ",433625,"Martin McDonagh,Colin Farrell,Brendan Gleeson,Ciarán Hinds,Elizabeth Berrington,","https://m.media-amazon.com/images/M/MV5BZDUxMWNlMTUtYTljZS00MTE0LTlkYjktOTU1ODZjYzBhMTk0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX67_CR0,0,67,98_AL_.jpg"
99,99,FBI,2018 ,Procedural drama about the inner workings of the New York office of the Federal Bureau of Investigation.,7,"Action, Crime, Drama            ",18762,"Missy Peregrym,Zeeko Zaki,Jeremy Sisto,Alana De La Garza,","https://m.media-amazon.com/images/M/MV5BMTg5Mjg5NDk4OV5BMl5BanBnXkFtZTgwMjY1ODIyNjM@._V1_UY98_CR0,0,67,98_AL_.jpg"
100,100,Whiplash,2014,A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.,8.5,"Drama, Music            ",869264,"Damien Chazelle,Miles Teller,J.K. Simmons,Melissa Benoist,Paul Reiser,","https://m.media-amazon.com/images/M/MV5BMTg5Mjg5NDk4OV5BMl5BanBnXkFtZTgwMjY1ODIyNjM@._V1_UY98_CR0,0,67,98_AL_.jpg"
101,101,This Is Us,2022,"A heartwarming and emotional story about a unique set of triplets, their struggles and their wonderful parents.",8.7,"Comedy, Drama, Romance            ",145933,"Milo Ventimiglia,Mandy Moore,Sterling K. Brown,Chrissy Metz,","https://m.media-amazon.com/images/M/MV5BMTg5Mjg5NDk4OV5BMl5BanBnXkFtZTgwMjY1ODIyNjM@._V1_UY98_CR0,0,67,98_AL_.jpg"
102,102,Detectorists,2022,"The lives of two eccentric metal detectorists, who spend their days plodding along ploughed tracks and open fields, hoping to disturb the tedium by unearthing the fortune of a lifetime.",8.6,Comedy            ,16204,"Mackenzie Crook,Toby Jones,Rachael Stirling,Gerard Horan,","https://m.media-amazon.com/images/M/MV5BMTg5Mjg5NDk4OV5BMl5BanBnXkFtZTgwMjY1ODIyNjM@._V1_UY98_CR0,0,67,98_AL_.jpg"
103,103,The Resident,2018 ,A group of doctors at Chastain Memorial Hospital face personal and professional challenges on a daily basis.,7.8,Drama            ,27900,"Matt Czuchry,Manish Dayal,Bruce Greenwood,Malcolm-Jamal Warner,","https://m.media-amazon.com/images/M/MV5BMTg5Mjg5NDk4OV5BMl5BanBnXkFtZTgwMjY1ODIyNjM@._V1_UY98_CR0,0,67,98_AL_.jpg"
104,104,Avengers: Endgame,2019,"After the devastating events of Avengers: Infinity War (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos' actions and restore balance to the universe.",8.4,"Action, Adventure, Drama            ",1138065,"Anthony Russo,Joe Russo,Robert Downey Jr.,Chris Evans,Mark Ruffalo,Chris Hemsworth,","https://m.media-amazon.com/images/M/MV5BMTg5Mjg5NDk4OV5BMl5BanBnXkFtZTgwMjY1ODIyNjM@._V1_UY98_CR0,0,67,98_AL_.jpg"
105,105,Inception,2010,"A thief who steals corporate secrets through the use of dream-sharing technology is given the inverse task of planting an idea into the mind of a C.E.O., but his tragic past may doom the project and his team to disaster.",8.8,"Action, Adventure, Sci-Fi            ",2361311,"Christopher Nolan,Leonardo DiCaprio,Joseph Gordon-Levitt,Elliot Page,Ken Watanabe,","https://m.media-amazon.com/images/M/MV5BMTg5Mjg5NDk4OV5BMl5BanBnXkFtZTgwMjY1ODIyNjM@._V1_UY98_CR0,0,67,98_AL_.jpg"
